"Catégorie";"ID";"Label IEATC";"Correspondance MTC";"Patterns directs";"Expressions sémantiques reconnues"
"5 — Pathologie / Motif";"hypertension";"Hypertension artérielle (HTA)";;"hypertension | hta | tension elevee | tension arterielle elevee | pression arterielle haute | tension trop haute";
"5 — Pathologie / Motif";"infections_repetees";"Infections répétées / Immunité faible";;"infection repetee | infections repetees | rhumes frequents | fragilite immunitaire | immunite faible | rhumes a repetition | otite repetee | otites repetees | bronchite repetee | infections frequentes | terrain fragile infections";
"5 — Pathologie / Motif";"infertilite";"Infertilité / Difficultés à concevoir";;"infertilite | infertilites | sterilite | difficulte a concevoir | difficulte a tomber enceinte | pma | fiv | aide medicale a la procreation | hypofertilite";
"5 — Pathologie / Motif";"insomnie";"Insomnie / Troubles du sommeil";;"insomnie | insomnies | trouble du sommeil | troubles du sommeil | difficulte a dormir | difficultes a dormir | difficulte d endormissement | endormissement difficile | sommeil perturbe | sommeil de mauvaise qualite | reveil nocturne | reveils nocturnes | reveil precoce";"sommeil agite par le shen"
"5 — Pathologie / Motif";"irregularite_menstruelle";"Irrégularité menstruelle / Aménorrhée";;"amenorrhee | absence de regles | regles absentes | irregularite menstruelle | regles irregulieres | cycle irregulier | oligomenorrhee | spanioménorrhée | cycles trop longs";
"5 — Pathologie / Motif";"lithiase";"Lithiase / Calculs (rein, vésicule)";;"lithiase | calcul | calculs | calcul renal | calcul urinaire | colique nephretique | lithiase biliaire | calcul vesiculaire";
"5 — Pathologie / Motif";"lombalgie";"Lombalgie / Douleur lombaire";;"lombalgie | lombalgies | lumbago | douleur lombaire | douleurs lombaires | mal de dos | mal au dos | douleur au dos | douleur bas du dos | douleur en bas du dos";
"5 — Pathologie / Motif";"menopause";"Ménopause / Périménopause";;"menopause | perimenopause | premenopause | post menopause | syndrome menopausique | cessation des regles | arret des regles menopause";
"5 — Pathologie / Motif";"mononucleose";"Mononucléose / Epstein-Barr (séquelles)";;"mononucleose | epstein barr | ebv | sequelles mononucleose | fatigue post mononucleose | post mononucleose | infection epstein barr | syndrome mononucleosique";
"5 — Pathologie / Motif";"nausees";"Nausées / Vomissements";;"nausee | nausees | vomissement | vomissements | sensation de nausee | envie de vomir";
"5 — Pathologie / Motif";"nycturie";"Nycturie / Réveils nocturnes pour uriner";;"nycturie | nycturiés | se lever la nuit pour uriner | lever la nuit | mictions nocturnes | reveils pour uriner | envie d uriner la nuit";
"5 — Pathologie / Motif";"oedeme";"Œdème / Rétention d'eau";;"oedeme | oedemes | retention d eau | retention hydrique | gonflement des membres | jambes lourdes | jambes gonflees | infiltration hydrique | prise de poids oedeme | chevilles gonflees";
"5 — Pathologie / Motif";"palpitations";"Palpitations / Arythmie";;"palpitation | palpitations | tachycardie | arythmie | extrasystole | extrasystoles | coeur qui s emballe | coeur rapide";"sommeil agite par le shen"
"5 — Pathologie / Motif";"pharyngite";"Pharyngite / Amygdalite chronique";;"pharyngite | amygdalite | gorge irritee | gorge douloureuse | mal de gorge chronique | angine a repetition | noeud dans la gorge | sensation de boule gorge";
"5 — Pathologie / Motif";"pollakiurie";"Pollakiurie / Mictions fréquentes";;"pollakiurie | mictions frequentes | envie frequente d uriner | envie d uriner souvent | incontinence urinaire | fuites urinaires | besoins frequents | urgences mictionnelles";
"5 — Pathologie / Motif";"reflux";"Reflux / RGO / Brûlures d'estomac";;"reflux | rgo | pyrosis | brulure estomac | brulures estomac | remontees acides | acidite gastrique | gastrite";
"5 — Pathologie / Motif";"sciatique";"Sciatique / Névralgie sciatique";;"sciatique | sciatalgie | nevralgique sciatique | irradiation sciatique | douleur irradiante jambe | douleur irradiation fessiere | crural";
"5 — Pathologie / Motif";"sinusite";"Sinusite / Rhinite / Rhume";;"sinusite | sinusites | rhinite | rhinites | congestion nasale | nez bouche | rhume chronique | rhino sinusite | ecoulement nasal | mouchage frequent";
"5 — Pathologie / Motif";"sueurs_nocturnes";"Sueurs nocturnes";;"sueur nocturne | sueurs nocturnes | transpiration nocturne | transpire la nuit | mouille de sueur la nuit | sueurs pendant le sommeil";"sueurs la nuit | transpiration nocturne | sueurs nocturnes"
"5 — Pathologie / Motif";"surdite";"Surdité / Hypoacousie";;"surdite | surdites | hypoacousie | perte d audition | baisse de l audition | trouble auditif | oreille qui entend moins | difficile entendre";
"5 — Pathologie / Motif";"surpoids";"Surpoids / Obésité";;"surpoids | obesite | prise de poids | embonpoint | difficulte a maigrir | poids excessif | kilos en trop";
"5 — Pathologie / Motif";"fatigue_chronique";"Syndrome de fatigue chronique (SFC)";;"syndrome de fatigue chronique | sfc | encephalomyelite myalgique | em sfc | epuisement chronique | fatigue extreme persistante | fatigue invalidante | fibromyalgie fatigue";
"5 — Pathologie / Motif";"spm";"Syndrome prémenstruel (SPM)";;"spm | syndrome premenstruel | premenstruel | syndrome pre menstruel | tension premenstruelle";
"5 — Pathologie / Motif";"syndrome_sec";"Syndrome sec / Sécheresse généralisée (Sjögren)";;"syndrome sec | secheresse generalisee | sjogren | yeux secs | bouche seche | secheresse buccale | secheresse des muqueuses | manque de secretions";
"5 — Pathologie / Motif";"tendinite";"Tendinite / Tendinopathie";;"tendinite | tendinites | tendinopathie | tendinopathies | tendinose | epicondylite | epicondylites | epicondyle | epitrochleite | rotulien | tendon | periarthrite | coiffe des rotateurs";
"5 — Pathologie / Motif";"toc";"TOC / Pensées obsessionnelles";;"toc | trouble obsessionnel compulsif | pensee obsessionnelle | rumination obsessionnelle | pensees intrusives | obsession | compulsion";
"5 — Pathologie / Motif";"toux";"Toux / Toux chronique";;"toux | toux chronique | toux seche | toux grasse | toux persistante | toux irritative";
"5 — Pathologie / Motif";"trouble_sexuel";"Trouble sexuel / Dysfonction";;"impuissance | dysfonction erectile | trouble erectil | frigidite | baisse de libido | libido faible | dysfonction sexuelle | trouble de la sexualite | perte de libido | ejaculation precoce";
"5 — Pathologie / Motif";"varices";"Varices / Insuffisance veineuse";;"varices | varice | insuffisance veineuse | phlebite | thrombose veineuse | jambes varices | telangiectasies";
"5 — Pathologie / Motif";"vertiges";"Vertiges / Étourdissements";;"vertige | vertiges | etourdissement | etourdissements | sensation de vertige | instabilite | troubles de l equilibre";"vertiges par manque de yin"
"5 — Pathologie / Motif";"zona";"Zona / Herpès";;"zona | herpes zoster | herpes | nevralgie post zoosterienne | sequelles de zona | douleurs post zona | post zona";


"─── TABLE DES EQUIVALENCES SEMANTIQUES ───";;;;;
"Expression écrite par le praticien";;;"Tags enrichis (termes canoniques injectés)";;
"le foie ne circule pas";;;"stagnation qi foie foie bloque";;
"le foie ne circule plus";;;"stagnation qi foie foie bloque";;
"foie ne circule pas";;;"stagnation qi foie foie bloque";;
"foie ne circule plus";;;"stagnation qi foie foie bloque";;
"le foie est bloque";;;"stagnation qi foie foie bloque";;
"foie est bloque";;;"stagnation qi foie foie bloque";;
"blocage du foie";;;"stagnation qi foie foie bloque";;
"blocage au foie";;;"stagnation qi foie foie bloque";;
"blocage de l energie du foie";;;"stagnation qi foie foie bloque";;
"energie du foie bloquee";;;"stagnation qi foie foie bloque";;
"energie du foie stagnante";;;"stagnation qi foie foie bloque";;
"energie du foie entravee";;;"stagnation qi foie foie bloque";;
"energie du foie ne passe pas";;;"stagnation qi foie foie bloque";;
"qi du foie qui stagne";;;"stagnation qi foie";;
"qi du foie en stagnation";;;"stagnation qi foie";;
"qi du foie qui se bloque";;;"stagnation qi foie foie bloque";;
"qi du foie est retenu";;;"stagnation qi foie qi bloque";;
"foie congestionne";;;"stagnation qi foie foie bloque";;
"foie est congestionne";;;"stagnation qi foie foie bloque";;
"foie entrave";;;"stagnation qi foie foie bloque";;
"foie est entrave";;;"stagnation qi foie foie bloque";;
"foie obstrue";;;"stagnation qi foie foie bloque";;
"foie se bloque";;;"stagnation qi foie foie bloque";;
"foie qui se bloque";;;"stagnation qi foie bois qui se bloque";;
"foie ne laisse pas circuler";;;"stagnation qi foie foie bloque";;
"foie ne fait plus passer";;;"stagnation qi foie foie bloque";;
"foie ne fait pas passer le qi";;;"stagnation qi foie foie bloque";;
"foie ralenti";;;"stagnation qi foie foie bloque";;
"foie fige";;;"stagnation qi foie foie bloque";;
"foie coince";;;"stagnation qi foie foie bloque";;
"foie sature";;;"stagnation qi foie foie bloque";;
"bois bloque";;;"stagnation qi foie bois qui se bloque";;
"bois est bloque";;;"stagnation qi foie bois qui se bloque";;
"bois stagnant";;;"stagnation qi foie bois qui se bloque";;
"bois en stagnation";;;"stagnation qi foie bois qui se bloque";;
"stagnation du bois";;;"stagnation qi foie bois qui se bloque";;
"blocage du bois";;;"stagnation qi foie bois qui se bloque";;
"energie du bois bloquee";;;"stagnation qi foie bois qui se bloque";;
"bois ralenti";;;"stagnation qi foie bois qui se bloque";;
"bois qui ne circule pas";;;"stagnation qi foie bois qui se bloque";;
"bois qui ne circule plus";;;"stagnation qi foie bois qui se bloque";;
"foie vb bloque";;;"stagnation qi foie bois qui se bloque";;
"foie vb en stagnation";;;"stagnation qi foie bois qui se bloque";;
"vb bloque";;;"stagnation qi foie foie bloque";;
"vesicule bloquee";;;"stagnation qi foie foie bloque";;
"foie serre";;;"stagnation qi foie foie bloque";;
"foie contracte";;;"stagnation qi foie foie bloque";;
"tension au niveau du foie";;;"stagnation qi foie foie bloque";;
"crispation du foie";;;"stagnation qi foie foie bloque";;
"yang qui monte";;;"yang du foie montant yang monte";;
"yang monte";;;"yang du foie montant yang monte";;
"yang ascendant";;;"yang du foie montant yang monte";;
"yang non ancre";;;"yang du foie montant yang non ancre";;
"yang flottant";;;"yang du foie montant yang flottant";;
"yang qui flotte";;;"yang du foie montant yang flottant";;
"yang ne descend pas";;;"yang du foie montant yang monte";;
"yang s eleve";;;"yang du foie montant yang monte";;
"yang remonte";;;"yang du foie montant yang monte";;
"yang monte vers le haut";;;"yang du foie montant yang monte";;
"yang en rebellion";;;"yang du foie montant yang en usurpateur";;
"yang monte en usurpateur";;;"yang du foie montant yang en usurpateur";;
"yang du foie monte";;;"yang du foie montant yang monte";;
"yang foie monte";;;"yang du foie montant yang monte";;
"yang du foie non ancre";;;"yang du foie montant yang non ancre";;
"yang du foie qui monte";;;"yang du foie montant yang monte";;
"yang du foie flotte";;;"yang du foie montant yang flottant";;
"yang du foie s eleve";;;"yang du foie montant yang monte";;
"yang du foie trop fort";;;"yang du foie montant yang du foie en exces";;
"yang du foie en exces";;;"yang du foie montant yang du foie en exces";;
"yang du foie en plenitude";;;"yang du foie montant yang du foie en plenitude";;
"yang du foie deborde";;;"yang du foie montant yang du foie en exces";;
"yang du foie envahit";;;"yang du foie montant yang en usurpateur";;
"yang du foie non controle";;;"yang du foie montant yang monte";;
"yang du foie qui s eleve";;;"yang du foie montant yang monte";;
"yang non ancre par le yin";;;"yang du foie montant yang non ancre yang flottant";;
"prosperite du yang";;;"yang du foie montant prosperite du yang du foie";;
"yang du bois monte";;;"yang du foie montant yang monte";;
"yang du bois en exces";;;"yang du foie montant yang du foie en exces";;
"yang sans ancrage yin";;;"yang du foie montant yang sans racine yang non ancre";;
"yang libre sans controle";;;"yang du foie montant yang non ancre";;
"cephalees aux tempes";;;"yang du foie montant yang monte";;
"migraine temporale";;;"yang du foie montant yang monte";;
"douleur aux tempes";;;"yang du foie montant yang monte";;
"rouge au visage colere";;;"yang du foie montant yang du foie en exces";;
"visage rouge qui monte";;;"yang du foie montant yang monte feu du foie";;
"pouls corde et rapide";;;"yang du foie montant pouls corde arc yang du foie en exces";;
"yang du rein s epuise";;;"vide yang rein yang du rein insuffisant";;
"yang du rein faiblit";;;"vide yang rein yang du rein insuffisant";;
"yang du rein ne suffit plus";;;"vide yang rein yang du rein insuffisant";;
"yang du rein diminue";;;"vide yang rein yang du rein insuffisant";;
"rein manque de yang";;;"vide yang rein yang du rein insuffisant";;
"rein yang qui faiblit";;;"vide yang rein yang du rein insuffisant";;
"yang renal insuffisant";;;"vide yang rein yang du rein insuffisant";;
"yang renal en baisse";;;"vide yang rein yang du rein insuffisant";;
"yang du rein qui se vide";;;"vide yang rein yang du rein insuffisant";;
"rein ne rechauffe plus";;;"vide yang rein yang du rein insuffisant";;
"rein n a plus assez de yang";;;"vide yang rein yang du rein insuffisant";;
"yang renal epuise";;;"vide yang rein yang du rein insuffisant";;
"carence yang du rein";;;"vide yang rein yang du rein insuffisant";;
"rein froid";;;"vide yang rein yang du rein insuffisant";;
"froid au rein";;;"vide yang rein yang du rein insuffisant";;
"yang du rein ne rechauffe plus";;;"vide yang rein yang du rein insuffisant";;
"yang du rein trop faible";;;"vide yang rein yang du rein insuffisant";;
"yang renal trop faible";;;"vide yang rein yang du rein insuffisant";;
"feu du rein s eteint";;;"feu du ming men ming men eteint mingmen insuffisant";;
"feu de la vie s eteint";;;"feu du ming men ming men eteint";;
"feu de ming men s eteint";;;"feu du ming men ming men eteint";;
"feu originel s eteint";;;"feu du ming men feu originel insuffisant";;
"feu du ming men s eteint";;;"feu du ming men ming men eteint";;
"ming men ne rechauffe plus";;;"feu du ming men ming men insuffisant";;
"ming men s affaiblit";;;"feu du ming men ming men insuffisant";;
"feu du ming men s affaiblit";;;"feu du ming men ming men insuffisant";;
"ming men eteint";;;"feu du ming men ming men eteint";;
"porte de vie insuffisante";;;"feu du ming men feu originel insuffisant";;
"froid lombaire";;;"vide yang rein yang du rein insuffisant";;
"lombes froides";;;"vide yang rein yang du rein insuffisant";;
"dos froid dans le bas";;;"vide yang rein yang du rein insuffisant";;
"urines claires et abondantes";;;"vide yang rein yang du rein insuffisant";;
"urines claires";;;"vide yang rein yang du rein insuffisant";;
"yin du rein s epuise";;;"vide yin rein yin du rein insuffisant";;
"yin du rein faiblit";;;"vide yin rein yin du rein insuffisant";;
"yin du rein diminue";;;"vide yin rein yin du rein insuffisant";;
"rein manque de yin";;;"vide yin rein yin du rein insuffisant";;
"yin renal insuffisant";;;"vide yin rein yin du rein insuffisant";;
"yin renal epuise";;;"vide yin rein yin du rein insuffisant";;
"rein n a plus assez de yin";;;"vide yin rein yin du rein insuffisant";;
"essence du rein insuffisante";;;"vide yin rein yin du rein insuffisant vide jing rein";;
"rein yin qui se vide";;;"vide yin rein yin du rein insuffisant";;
"eau du rein insuffisante";;;"vide yin rein eau insuffisante";;
"eau renale insuffisante";;;"vide yin rein eau insuffisante";;
"carence yin du rein";;;"vide yin rein yin du rein insuffisant";;
"yin renal qui diminue";;;"vide yin rein yin du rein insuffisant";;
"yin renal qui se tarit";;;"vide yin rein yin du rein insuffisant";;
"substance yin du rein insuffisante";;;"vide yin rein yin du rein insuffisant";;
"eau insuffisante pour ancrer";;;"vide yin rein eau insuffisante vide profond de l eau";;
"chaleur le soir";;;"feu du vide chaleur vesperal vide yin rein";;
"chaleur en fin de journee";;;"feu du vide chaleur vesperal vide yin rein";;
"chaleur la nuit";;;"feu du vide chaleur vesperal vide yin";;
"chaleur vesperal";;;"feu du vide chaleur vesperal vide yin rein";;
"sueurs la nuit";;;"vide de yin sueurs nocturnes feu du vide";;
"transpiration nocturne";;;"vide de yin sueurs nocturnes";;
"sueurs nocturnes";;;"vide de yin sueurs nocturnes feu du vide vide yin rein";;
"bourdonnements vide";;;"vide yin rein oreille rein bourdonnements vide";;
"oreilles bourdonnement par vide";;;"vide yin rein bourdonnements vide oreille rein";;
"chaleur apparente";;;"feu du vide yang apparent chaleur apparente";;
"chaleur par manque de yin";;;"feu du vide chaleur de vide vide avec chaleur";;
"chaleur liee au vide de yin";;;"feu du vide chaleur de vide";;
"yang apparent par vide de yin";;;"feu du vide yang apparent yang non ancre";;
"yang qui flotte par manque de yin";;;"feu du vide yang apparent yang flottant";;
"vide de yin avec chaleur";;;"feu du vide chaleur de vide vide avec chaleur";;
"yang sans racine yin";;;"feu du vide yang sans racine yang non ancre";;
"chaleur du vide";;;"feu du vide chaleur de vide chaleur xu";;
"faux yang";;;"feu du vide yang apparent faux yang";;
"chaleur fictive";;;"feu du vide yang apparent chaleur apparente";;
"chaleur qui monte par vide";;;"feu du vide chaleur de vide yang monte par manque de yin";;
"yang monte par manque de yin";;;"feu du vide yang apparent yang non ancre";;
"foie ne nourrit plus";;;"vide sang foie foie non nourri foie mal nourri";;
"foie manque de sang";;;"vide sang foie sang foie insuffisant";;
"foie n est plus nourri";;;"vide sang foie foie non nourri";;
"sang du foie insuffisant";;;"vide sang foie sang foie insuffisant";;
"sang du foie appauvri";;;"vide sang foie sang foie insuffisant";;
"foie mal alimente";;;"vide sang foie foie mal nourri";;
"foie manque de substance";;;"vide sang foie foie non nourri";;
"sang insuffisant pour le foie";;;"vide sang foie sang foie insuffisant";;
"foie non alimente";;;"vide sang foie foie non nourri";;
"bois non nourri en sang";;;"vide sang foie sang foie insuffisant";;
"crampes nocturnes";;;"vide sang foie foie non nourri";;
"crampes la nuit";;;"vide sang foie foie non nourri";;
"jambes crampe nuit";;;"vide sang foie foie non nourri";;
"crampes aux jambes la nuit";;;"vide sang foie foie non nourri";;
"ongles cassants";;;"vide sang foie foie non nourri";;
"ongles fragiles";;;"vide sang foie foie non nourri";;
"ongles stries";;;"vide sang foie foie non nourri";;
"yeux secs et fatigues";;;"vide sang foie foie non nourri vide yin foie";;
"vision trouble le soir";;;"vide sang foie foie non nourri";;
"regles pales";;;"vide sang foie sang foie insuffisant vide sang";;
"regles peu abondantes";;;"vide sang foie vide sang sang insuffisant";;
"rate s affaiblit";;;"vide qi rate rate affaiblie";;
"rate s epuise";;;"vide qi rate rate affaiblie";;
"rate ne produit plus";;;"vide qi rate rate insuffisante";;
"rate ne transforme plus";;;"vide qi rate rate insuffisante";;
"rate ne transporte plus";;;"vide qi rate rate insuffisante";;
"rate deficiente";;;"vide qi rate rate affaiblie";;
"rate manque de qi";;;"vide qi rate qi de la rate insuffisant";;
"qi de la rate qui faiblit";;;"vide qi rate qi de la rate insuffisant";;
"terre qui s affaiblit";;;"vide qi rate rate affaiblie";;
"terre deficiente";;;"vide qi rate rate affaiblie";;
"foyer moyen s affaiblit";;;"vide qi rate rate affaiblie";;
"digestion affaiblie";;;"vide qi rate rate affaiblie";;
"digestion deficiente";;;"vide qi rate rate affaiblie";;
"digestion ne fonctionne plus";;;"vide qi rate rate insuffisante";;
"rate fatiguee";;;"vide qi rate rate affaiblie";;
"rate qui se vide";;;"vide qi rate rate affaiblie";;
"rate en vide";;;"vide qi rate rate affaiblie";;
"rate epuisee";;;"vide qi rate rate affaiblie rate insuffisante";;
"foyer moyen trop charge";;;"exces yin foyer moyen plenitude au foyer moyen rate surchargee";;
"foyer moyen encombre";;;"exces yin foyer moyen plenitude au foyer moyen foyer moyen sature";;
"foyer moyen bloque";;;"exces yin foyer moyen foyer moyen sature";;
"foyer moyen sature de yin";;;"exces yin foyer moyen plenitude yin foyer moyen";;
"foyer moyen plein";;;"plenitude au foyer moyen exces yin foyer moyen";;
"rate surchargee de yin";;;"exces yin foyer moyen plenitude yin foyer moyen rate surchargee";;
"rate trop pleine";;;"exces yin foyer moyen rate trop forte";;
"rate pleine";;;"exces yin foyer moyen rate trop forte plenitude yin foyer moyen";;
"foyer moyen obstrue";;;"exces yin foyer moyen foyer moyen sature";;
"energie qui se bloque";;;"stagnation de qi qi bloque stagnation energetique";;
"qi qui stagne";;;"stagnation de qi qi stagnant stagnation qi";;
"qi bloque";;;"stagnation de qi qi bloque blocage de qi";;
"energie bloquee";;;"stagnation de qi qi bloque stagnation energetique";;
"energie ne circule pas";;;"stagnation de qi qi stagnant blocage de la circulation";;
"energie retenue";;;"stagnation de qi qi bloque stagnation energetique";;
"blocage energetique";;;"stagnation energetique stagnation de qi qi bloque";;
"energie entravee";;;"stagnation de qi qi bloque stagnation energetique";;
"tchi bloque";;;"stagnation du tchi qi bloque stagnation de qi";;
"tchi qui stagne";;;"stagnation du tchi stagnation de qi qi stagnant";;
"tchi ne circule pas";;;"stagnation du tchi stagnation de qi blocage de la circulation";;
"blocage du tchi";;;"stagnation du tchi stagnation de qi qi bloque";;
"qi entrave";;;"stagnation de qi qi bloque blocage de la circulation";;
"qi ralenti";;;"stagnation de qi qi stagnant blocage circulation meridienne";;
"qi en stagnation";;;"stagnation de qi qi stagnant stagnation energetique";;
"blocage du qi";;;"blocage de qi stagnation de qi qi bloque";;
"sang bloque";;;"stagnation de sang sang bloque";;
"sang qui stagne";;;"stagnation de sang sang bloque";;
"sang coagule";;;"stagnation de sang sang bloque";;
"stase du sang";;;"stagnation de sang stase sanguine";;
"mauvaise circulation du sang";;;"stagnation de sang sang bloque";;
"sang ne circule plus bien";;;"stagnation de sang sang bloque";;
"sang stagnant dans";;;"stagnation de sang sang bloque";;
"sang fige";;;"stagnation de sang sang bloque";;
"sang ralenti";;;"stagnation de sang sang bloque";;
"microcirculation perturbee";;;"stagnation de sang sang bloque";;
"stase sanguine";;;"stagnation de sang stase sanguine";;
"sang qui ne circule plus";;;"stagnation de sang sang bloque";;
"rein ne soutient plus le foie";;;"rein ne nourrit plus foie cycle cheng eau bois eau ne nourrit plus bois";;
"rein n alimente plus le foie";;;"rein ne nourrit plus foie cycle cheng eau bois";;
"eau ne monte plus vers le bois";;;"eau ne nourrit plus bois cycle cheng eau bois";;
"rein ne peut plus nourrir le foie";;;"rein ne nourrit plus foie eau ne nourrit plus bois";;
"foie mal nourri par le rein";;;"foie mal nourri par le rein cycle cheng eau bois";;
"bois mal nourri par l eau";;;"bois mal nourri par l eau cycle cheng eau bois";;
"rein n arrive pas a nourrir le foie";;;"rein ne nourrit plus foie cycle cheng eau bois";;
"rein ne peut plus soutenir le foie";;;"rein ne nourrit plus foie eau ne soutient plus le bois";;
"rate ne soutient plus le poumon";;;"rate ne nourrit plus le poumon cycle cheng terre metal";;
"rate n alimente plus le poumon";;;"rate ne nourrit plus le poumon cycle cheng terre metal";;
"poumon ne soutient plus le rein";;;"poumon ne nourrit plus le rein cycle cheng metal eau";;
"coeur ne soutient plus la rate";;;"coeur ne nourrit plus la rate cycle cheng feu terre";;
"feu ne nourrit plus la terre";;;"feu ne nourrit plus terre cycle cheng feu terre";;
"foie agresse la rate";;;"foie agresse la rate bois envahit terre ko pathologique";;
"foie envahit la rate";;;"foie envahit rate bois envahit terre ko pathologique";;
"stress affecte la digestion";;;"bois envahit terre foie envahit rate stress crise foie rate";;
"colere affecte la digestion";;;"bois envahit terre foie envahit rate stress crise foie rate";;
"emotions perturbent la rate";;;"bois envahit terre foie envahit rate conflit bois terre";;
"foie perturbe la rate";;;"foie envahit rate bois envahit terre conflit bois terre";;
"foie attaque la rate";;;"foie agresse la rate bois envahit terre ko pathologique";;
"tension emotionnelle perturbe la digestion";;;"bois envahit terre stress crise foie rate";;
"rate fragilisee par le foie";;;"rate fragilisee secondairement bois envahit terre";;
"foie bois en exces affecte la terre";;;"bois envahit terre ko pathologique bois domine terre";;
"stress perturbe la digestion";;;"bois envahit terre stress crise foie rate conflit bois terre";;
"colere affecte l estomac";;;"bois envahit terre foie envahit rate ko pathologique";;
"diarrhee 5h matin";;;"diarrhees matinales diarrhee au petit matin";;
"diarrhee tot le matin";;;"diarrhees matinales diarrhee au petit matin";;
"va a la selle le matin";;;"diarrhees matinales diarrhee au petit matin";;
"selles molles le matin";;;"diarrhees matinales yang ming perturbe";;
"diarrhee a l aube";;;"diarrhees matinales diarrhee au petit matin";;
"diarrhee entre 5h et 7h";;;"diarrhees matinales yang ming sans stimulus";;
"transit le matin de bonne heure";;;"diarrhees matinales diarrhee au petit matin";;
"fong";;;"fong interne du foie fong interne";;
"fongs";;;"fong interne du foie fong interne";;
"fong interne";;;"fong interne du foie fong interne";;
"vertiges par manque de yin";;;"fong interne du foie vertiges fong interne vide yin rein vent interne du foie";;
"tremblements";;;"fong interne fong interne du foie agitation interne vent interne";;
"tremblements des membres";;;"fong interne fong interne du foie vent interne du foie";;
"mouvements involontaires";;;"fong interne agitation interne vent interne";;
"spasmes musculaires";;;"fong interne tendons non nourris foie vb tendons vent interne";;
"convulsions";;;"fong interne agitation interne vent interne";;
"pouls corde";;;"pouls corde arc fong interne du foie yang du foie montant vent interne du foie";;
"pouls en corde";;;"pouls corde arc fong interne du foie yang du foie montant vent interne du foie";;
"pouls tendu";;;"pouls corde arc yang du foie montant";;
"pouls en corde d arc";;;"pouls corde arc yang du foie montant fong interne du foie vent interne du foie";;
"corps lourd";;;"humidite interne charge humide";;
"sensation de lourdeur";;;"humidite interne charge humide";;
"lourdeur du corps";;;"humidite interne charge humide";;
"lourdeur generale";;;"humidite interne charge humide";;
"terrain humide et lourd";;;"humidite interne terrain humide";;
"enduit epais";;;"humidite interne humidite excessive";;
"langue enduit epais";;;"humidite interne humidite excessive";;
"mucus s accumule";;;"accumulation de tan phlegme accumule";;
"glaires qui s accumulent";;;"accumulation de tan phlegme accumule glaires pathogenes";;
"phlegme qui s accumule";;;"accumulation de tan phlegme accumule";;
"tan qui obstrue";;;"tan obstrue obstruction par le tan";;
"mucosites";;;"accumulation de tan retention de tan";;
"mucus pathologique";;;"accumulation de tan phlegme accumule";;
"glaires dans les poumons";;;"accumulation de tan tan dans les meridiens phlegme coeur";;
"terrain humide";;;"humidite interne retention d humidite terrain humide";;
"inflammation locale sur vide";;;"paradoxe yang local vide yang general chaleur locale vide general inflammation locale";;
"chaleur locale sur fond de vide";;;"paradoxe yang local vide yang general chaleur locale";;
"inflammation en surface sur terrain de vide";;;"paradoxe yang local vide general inflammation locale";;
"chaleur locale sur vide yang";;;"paradoxe yang local vide yang general chaleur locale";;
"rougeur locale sur terrain de vide yang";;;"paradoxe yang local vide yang general chaleur locale";;
"energie generale insuffisante";;;"insuffisance energetique vide qi energie insuffisante";;
"vide energetique general";;;"insuffisance energetique vide qi energie insuffisante";;
"epuisement global";;;"vide qi qi epuise energie insuffisante";;
"terrain vide";;;"vide qi insuffisance energetique";;
"terrain energetique appauvri";;;"vide qi vide yang insuffisance energetique";;
"manque d energie general";;;"vide qi manque de qi energie insuffisante";;
"epuisement energetique";;;"vide qi qi epuise insuffisance energetique";;
"energie appauvrie";;;"vide qi insuffisance energetique energie insuffisante";;
"grande fatigue energetique";;;"vide qi insuffisance energetique energie insuffisante";;
"yang general qui s effondre";;;"vide yang yang general insuffisant";;
"yang tres bas";;;"vide yang yang general insuffisant";;
"substance yin insuffisante";;;"vide de yin yin insuffisant yin deficient";;
"yin qui s epuise";;;"vide de yin yin vide yin insuffisant";;
"yin appauvri";;;"vide de yin yin vide yin insuffisant";;
"yin diminue";;;"vide de yin yin vide yin insuffisant";;
"manque de yin";;;"vide de yin manque de yin yin insuffisant";;
"yin se tarit";;;"vide de yin yin vide yin insuffisant";;
"carence en yin";;;"vide de yin carence yin yin insuffisant";;
"yin epuise";;;"vide de yin yin vide yin epuise";;
"esprit perturbe";;;"shen perturbe coeur perturbe shen agite";;
"esprit agite";;;"shen perturbe shen agite perturbation du shen";;
"psychisme perturbe";;;"shen perturbe coeur perturbe";;
"mental instable";;;"shen perturbe shen agite";;
"esprit instable";;;"shen perturbe shen trouble";;
"sommeil agite par le shen";;;"shen perturbe insomnie palpitations";;
"coeur qui n ancre plus le shen";;;"shen perturbe coeur ne peut plus ancrer le shen";;
"shen non ancre";;;"shen perturbe shen agite coeur ne peut plus ancrer le shen";;
"pensees qui s emballent";;;"shen perturbe shen agite yi perturbe";;
"ruminations";;;"yi perturbe yi insuffisant rumination pathologique";;
"pensees circulaires";;;"yi perturbe pensees circulaires";;
"idees fixes";;;"yi perturbe idees fixes";;
"obsessions";;;"yi perturbe idees fixes rumination pathologique";;
"peur profonde";;;"zhi perturbe peur chronique envahissante peur pathologique rein";;
"peur du vide";;;"zhi perturbe peur chronique envahissante";;
"manque de volonte";;;"zhi perturbe volonte affaiblie manque de volonte profond";;
"deuil non fait";;;"po perturbe deuil non resolu melancolie profonde";;
